醫事機構名稱,機構縣市,機構地址,電話區域號碼,電話號碼,特約類別,型態別,醫事機構種類,門牌號碼,村里,X,Y
吳俊穎眼科診所,新北市,新北市土城區清水路３３６號,2,22661357,4,7,A,新北市土城區永富里27鄰清水路336號,永富里,296859.988,2764264.921
實踐小兒科內科診所,新北市,新北市板橋區實踐路１４９號,2,29545765,4,7,A,新北市板橋區福德里7鄰實踐路149號,福德里,296865.538,2766337.552
駱耳鼻喉科診所,新北市,新北市板橋區實踐路１７３號,2,29523399,4,7,A,新北市板橋區福德里26鄰實踐路173號,福德里,296876.38,2766278.285
秀娥婦產科診所,新北市,新北市板橋區文化路１段９８號,2,22580271,4,7,A,新北市板橋區新民里3鄰文化路一段98號,新民里,296889.048,2767842.074
郭基隆診所,新北市,新北市板橋區五權街４１號,2,29554101,4,7,A,新北市板橋區五權里6鄰五權街41號,五權里,296893.027,2765189.6
楊孟達身心精神科診所,新北市,新北市板橋區文化路１段２７５號１樓,2,22555222,4,7,A,新北市板橋區公舘里1鄰文化路一段275號,公舘里,296900.007,2767914.183
陳正岳復健科診所,新北市,新北市板橋區陽明街４９號,2,22640200,4,7,A,新北市板橋區忠誠里15鄰陽明街49號,忠誠里,296909.364,2768329.018
菡生婦產科診所,新北市,新北市板橋區漢生東路１５號１、２樓、１７、１９號１─３樓,2,22538977,4,7,A,新北市板橋區新民里2鄰漢生東路15號,新民里,296915.005,2767787.625
張英睿皮膚專科診所,新北市,新北市板橋區文化路１段１１８號（１、２樓、３樓）,2,22506065,4,7,A,新北市板橋區新民里3鄰文化路一段118號,新民里,296930.322,2767897.901
合康身心診所,新北市,新北市土城區金城路３段１７號１樓,2,22643905,4,7,A,新北市土城區延和里25鄰金城路三段17號,延和里,296933.181,2764356.274
林明俊小兒科診所,新北市,新北市土城區明德路１段２２號,2,22606832,4,7,A,新北市土城區永富里4鄰明德路一段22號,永富里,296946.036,2764184.561
郭舒民診所,新北市,新北市土城區明德路１段３５號,2,22639096,4,7,A,新北市土城區金城里11鄰明德路一段35號,金城里,296971.564,2764239.103
蔡英傑皮膚科診所,新北市,新北市板橋區文化路１段１４６號１樓,2,22593133,4,7,A,新北市板橋區新民里3鄰文化路一段146號,新民里,296975.831,2767960.872
崇仁外科診所,新北市,新北市新莊區化成路１７０號,2,29921543,4,7,A,新北市新莊區化成里6鄰化成路170號,化成里,296980.963,2770893.021
樂欣診所,新北市,新北市板橋區四維路１０８號１樓,2,22526222,4,7,A,新北市板橋區明翠里14鄰四維路108號,明翠里,296992.06,2768588.296
城安耳鼻喉科診所,新北市,新北市土城區金城路３段３６號,2,22640755,4,7,A,新北市土城區金城里5鄰金城路三段36號,金城里,296993.686,2764346.12
徐小兒科診所,新北市,新北市板橋區陽明街４６之２號１樓,2,22500890,4,7,A,新北市板橋區新埔里1鄰陽明街46之2號,新埔里,296998.197,2768300.311
佳恩耳鼻喉科診所,新北市,新北市板橋區陽明街４０號１樓,2,22509566,4,7,A,新北市板橋區新埔里1鄰陽明街40號,新埔里,297019.233,2768292.109
佳恩耳鼻喉科診所,新北市,新北市板橋區陽明街４０號１樓,2,22509566,4,7,A,新北市板橋區新埔里1鄰陽明街40號,新埔里,297019.233,2768292.109
佳恩耳鼻喉科診所,新北市,新北市板橋區陽明街４０號１樓,2,22509566,4,7,A,新北市板橋區新埔里1鄰陽明街40號,新埔里,297019.233,2768292.109
臺北市立關渡醫院-委託臺北榮民總醫院經營,臺北市,臺北市北投區知行路２２５巷１２號,2,28587000,3,2,A,臺北市北投區關渡里25鄰知行路225巷12號,關渡里,297028.587,2779171.117
謝志偉皮膚專科診所,新北市,新北市土城區金城路三段４１號１、２樓,2,22652200,4,7,A,新北市土城區延和里15鄰金城路三段41號,延和里,297037.56,2764416.733
合康婦產科診所,新北市,新北市板橋區陽明街３４號、３４號─１,2,22555852,4,7,A,新北市板橋區新埔里1鄰陽明街34號,新埔里,297042.715,2768287.214
民安復健科診所,新北市,新北市土城區延吉街３１１號２樓,2,82610513,4,7,A,新北市土城區廷寮里16鄰延吉街311號,廷寮里,297048.065,2764126.586
中英醫療社團法人中英醫院,新北市,新北市板橋區文化路１段１９６號１－４樓,2,22563584,3,2,A,新北市板橋區百壽里1鄰文化路一段196號,百壽里,297057.275,2768060.953
樂活醫美診所,新北市,新北市板橋區民族路８９－２號１樓、５樓,2,29519666,4,7,A,新北市板橋區民族里1鄰民族路89之2號,民族里,297072.408,2766793.793
陳恩哲小兒科診所,新北市,新北市板橋區文化路１段２１６號１、２樓,2,22567200,4,7,A,新北市板橋區百壽里1鄰文化路一段216號,百壽里,297088.232,2768103.683
謝坤川診所,新北市,新北市板橋區陽明街１０號,2,22562949,4,7,A,新北市板橋區新埔里1鄰陽明街10號,新埔里,297095.896,2768268.163
杏華診所,臺北市,臺北市北投區知行路２１８號(１、２樓),2,28585522,4,7,A,臺北市北投區關渡里17鄰知行路218號,關渡里,297116.748,2779192.438
尤亮惠耳鼻喉科診所,臺北市,臺北市北投區中央北路４段５４３號,2,28942339,4,7,A,臺北市北投區一德里18鄰中央北路四段543號,一德里,297155.993,2780003.597
廖仁義診所,新北市,新北市土城區延吉街２６３號,2,22623623,4,7,A,新北市土城區廷寮里17鄰延吉街263號,廷寮里,297158.19,2764165.862
洪正祝小兒科診所,新北市,新北市土城區延和路１１２號１樓,2,82611080,4,7,A,新北市土城區安和里27鄰延和路112號,安和里,297167.097,2764730.964
惠馨婦產科診所,新北市,新北市板橋區文化路１段２９２號１至３樓,2,66202200,4,7,A,新北市板橋區華江里2鄰文化路一段292號,華江里,297176.848,2768247.592
王英權皮膚科診所,新北市,新北市板橋區民族路１２９巷６號,2,29555232,4,7,A,新北市板橋區民族里2鄰民族路129巷6號,民族里,297205.228,2766781.622
吳家裕耳鼻喉科診所,新北市,新北市中和區德光路１３３號,2,29646489,4,7,A,新北市中和區國光里25鄰德光路133號,國光里,297211.46,2766180.416
蔡永福小兒科診所,新北市,新北市土城區金城路３段１７６－１號１樓,2,22669887,4,7,A,新北市土城區峯廷里26鄰金城路三段176之1號,峯廷里,297230.979,2764487.93
誠康耳鼻喉科診所,新北市,新北市土城區金城路３段１３７號１樓,2,22663355,4,7,A,新北市土城區平和里34鄰金城路三段137號,平和里,297261.694,2764550.382
周耳鼻喉科診所,新北市,新北市板橋區文化路２段５號１樓,2,22525158,4,7,A,新北市板橋區聯翠里8鄰文化路二段5號,聯翠里,297278.02,2768546.643
林定鶯診所,新北市,新北市板橋區民族路１６７號,2,29512637,4,7,A,新北市板橋區民族里4鄰民族路167號,民族里,297281.032,2766712.037
黃宗仁皮膚專科診所,新北市,新北市蘆洲區光華路４２號,2,28480900,4,7,A,新北市蘆洲區光華里13鄰光華路42號,光華里,297299.21,2775073.731
詹婦產科診所,新北市,新北市板橋區文化路２段２號,2,22529326,4,7,A,新北市板橋區莒光里1鄰文化路二段2號,莒光里,297307.832,2768507.473
蘇眼科診所,新北市,新北市蘆洲區中正路１６３號１樓,2,22835188,4,7,A,新北市蘆洲區光華里6鄰中正路163號,光華里,297308.954,2775274.75
楊思亮診所,新北市,新北市板橋區文化路２段４號,2,82528779,4,7,A,新北市板橋區莒光里1鄰文化路二段4號,莒光里,297310.213,2768511.441
李診所,新北市,新北市板橋區民族路２２８號１樓,2,29542598,4,7,A,新北市板橋區福祿里8鄰民族路228號,福祿里,297319.397,2766666.264
蔡眼科診所,新北市,新北市板橋區文化路２段４５號,2,22552702,4,7,A,新北市板橋區聯翠里8鄰文化路二段45號,聯翠里,297328.82,2768645.861
板橋黃皮膚科診所,新北市,新北市板橋區文化路２段５３號１樓、２樓,2,22521288,4,7,A,新北市板橋區聯翠里8鄰文化路二段53號,聯翠里,297337.815,2768663.588
康廷耳鼻喉科診所,新北市,新北市蘆洲區中正路１２４號,2,22825133,4,7,A,新北市蘆洲區保和里14鄰中正路124號,保和里,297348.152,2775262.881
祐興耳鼻喉科診所,新北市,新北市蘆洲區中正路１３１號１樓,2,82813688,4,7,A,新北市蘆洲區光華里5鄰中正路131號,光華里,297348.162,2775227.205
安美皮膚科診所,新北市,新北市蘆洲區中正路１２５號１樓,2,82823116,4,7,A,新北市蘆洲區光華里5鄰中正路125號,光華里,297355.304,2775210.802
三重中興醫院,新北市,新北市三重區中興北街２１號,2,29959680,3,2,A,新北市三重區中興里5鄰中興北街21號,中興里,297390.005,2771014.111
湯瑪士親子兒科診所,新北市,新北市蘆洲區民族路３７７號１－２樓,2,22885523,4,7,A,新北市蘆洲區水湳里6鄰民族路377號,水湳里,297399.446,2775881.882
志善眼科診所,新北市,新北市板橋區文化路２段１５１號１．２樓,2,22558989,4,7,A,新北市板橋區文化里11鄰文化路二段151號,文化里,297440.568,2768870.546
恩典復健家醫科診所,新北市,新北市板橋區文化路２段１５５號１－５樓,2,22551661,4,7,A,新北市板橋區文化里11鄰文化路二段155號,文化里,297446.124,2768879.543
緹士美時尚婦產科診所,新北市,新北市板橋區民族路２４９號１、２、３樓,2,29532118,4,7,A,新北市板橋區民族里9鄰民族路249號,民族里,297464.602,2766641.503
聰文耳鼻喉科婦產科診所,新北市,新北市板橋區民族路２４９號１樓、２樓、３樓,2,29532118,4,7,A,新北市板橋區民族里9鄰民族路249號,民族里,297464.602,2766641.503
德民耳鼻喉科診所,新北市,新北市板橋區民族路２９２號,2,29517017,4,7,A,新北市板橋區福祿里14鄰民族路292號,福祿里,297468.357,2766608.319
何皮膚科診所,新北市,新北市板橋區宏國路１０８號１樓,2,22592424,4,7,A,新北市板橋區溪頭里3鄰宏國路108號,溪頭里,297473.532,2769386.754
葉內科診所,新北市,新北市板橋區民族路２５５號,2,29558210,4,7,A,新北市板橋區民族里9鄰民族路255號,民族里,297476.507,2766638.328
黃健勇皮膚科診所,新北市,新北市蘆洲區中正路５５號,2,22885729,4,7,A,新北市蘆洲區得勝里4鄰中正路55號,得勝里,297489.539,2775014.932
幼華診所,新北市,新北市板橋區民族路３０８號,2,29642611,4,7,A,新北市板橋區福祿里14鄰民族路308號,福祿里,297501.695,2766594.958
小茄子兒科診所,新北市,新北市蘆洲區中正路２２號１樓,2,82827118,4,7,A,新北市蘆洲區得勝里7鄰中正路22號,得勝里,297550.657,2774968.211
劉安邦耳鼻喉科診所,新北市,新北市蘆洲區中正路１３號,2,22819819,4,7,A,新北市蘆洲區得勝里5鄰中正路13號,得勝里,297554.905,2774928.907
潘眼科診所,新北市,新北市蘆洲區中正路１１號１樓２樓,2,28483497,4,7,A,新北市蘆洲區得勝里5鄰中正路11號,得勝里,297557.538,2774924.973
吳宏誠小兒科診所,新北市,新北市板橋區莊敬路１５６號,2,22502422,4,7,A,新北市板橋區華江里25鄰莊敬路156號,華江里,297565.256,2768378.296
曉兒耳鼻喉科診所,新北市,新北市蘆洲區中山二路１５１號,2,22888468,4,7,A,新北市蘆洲區得勝里21鄰中山二路151號,得勝里,297569.408,2774875.223
共和診所,新北市,新北市蘆洲區中正路４號１樓、１０號１樓,2,22822775,4,7,A,新北市蘆洲區得勝里7鄰中正路4號,得勝里,297582.804,2774923.362
陳介臣婦產科診所,新北市,新北市蘆洲區中山二路１３９號１－２樓,2,22858917,4,7,A,新北市蘆洲區得勝里21鄰中山二路139號,得勝里,297593.749,2774886.335
醫療財團法人辜公亮基金會和信治癌中心醫院,臺北市,臺北市北投區立德路１２５號,2,28970011,2,1,A,臺北市北投區一德里15鄰立德路125號,一德里,297595.554,2780076.171
潘俊亨婦產科診所,新北市,新北市蘆洲區中山二路１３５號１－４樓,2,22838077,4,7,A,新北市蘆洲區得勝里21鄰中山二路135號,得勝里,297608.037,2774891.626
明燦眼科診所,新北市,新北市中和區中山路３段１９６號１樓,2,22251002,4,7,A,新北市中和區瑞穗里1鄰中山路三段196號,瑞穗里,297639.799,2766595.983
啟安婦產科家庭醫學科診所,新北市,新北市蘆洲區中山二路１１１號１樓,2,22826085,4,7,A,新北市蘆洲區得勝里21鄰中山二路111號,得勝里,297659.895,2774905.12
高端眼科診所,新北市,新北市板橋區文化路２段１８２巷３弄４６號及４６之１號１、２樓,2,22531092,4,7,A,新北市板橋區忠翠里10鄰文化路二段182巷3弄46號,忠翠里,297674.974,2769010.453
皇家家醫診所,新北市,新北市中和區莒光路１４８號１樓,2,29595938,4,7,A,新北市中和區德穗里22鄰莒光路148號,德穗里,297692.207,2765952.336
建佑診所,新北市,新北市板橋區雙十路２段１６４號１樓,2,22570688,4,7,A,新北市板橋區松翠里2鄰雙十路二段164號,松翠里,297744.088,2769132.899
李連成耳鼻喉科診所,新北市,新北市板橋區雙十路２段１６２號,2,22505752,4,7,A,新北市板橋區松翠里2鄰雙十路二段162號,松翠里,297748.322,2769129.725
蔡佳璋婦幼聯合診所,新北市,新北市中和區中山路３段１５２－１號１樓、２樓、３樓,2,82212468,4,7,A,新北市中和區瑞穗里6鄰中山路三段152之1號,瑞穗里,297791.806,2766569.753
楊外科診所,新北市,新北市三重區重新路５段４８８號,2,29959717,4,7,A,新北市三重區五谷里19鄰重新路五段488號,五谷里,297800.169,2771060.728
新象眼科診所,新北市,新北市板橋區文化路２段３９４號,2,82583730,4,7,A,新北市板橋區松翠里3鄰文化路二段394號,松翠里,297803.356,2769312.154
天賜耳鼻喉科診所,新北市,新北市蘆洲區中山二路４８號,2,22890237,4,7,A,新北市蘆洲區仁復里7鄰中山二路48號,仁復里,297805.333,2774971.438
鄭林耳鼻喉科診所,新北市,新北市板橋區雙十路２段１３８號１樓．３樓,2,82595133,4,7,A,新北市板橋區松柏里9鄰雙十路二段138號,松柏里,297814.098,2769079.733
雙十家醫科診所,新北市,新北市板橋區雙十路２段１３８號１樓．３樓,2,8259-5133,4,7,A,新北市板橋區松柏里9鄰雙十路二段138號,松柏里,297814.098,2769079.733
黃天一耳鼻喉科診所,新北市,新北市蘆洲區中山一路１８０號１樓,2,82811100,4,7,A,新北市蘆洲區樹德里5鄰中山一路180號,樹德里,297814.408,2774847.075
張太和婦產科診所,新北市,新北市蘆洲區中山二路４１號,2,22882808,4,7,A,新北市蘆洲區溪墘里15鄰中山二路41號,溪墘里,297824.977,2774945.072
杏春家醫科診所,新北市,新北市蘆洲區中山二路３７號,2,22811906,4,7,A,新北市蘆洲區溪墘里15鄰中山二路37號,溪墘里,297835.56,2774942.955
雅音眼科診所,新北市,新北市板橋區民生路１段６０號,2,29527189,4,7,A,新北市板橋區東丘里1鄰民生路一段60號,東丘里,297848.06,2767527.814
正陽骨科診所,新北市,新北市板橋區雙十路２段１１４號１樓、１１４之１號２樓,2,22592690,4,7,A,新北市板橋區松柏里9鄰雙十路二段114號,松柏里,297864.368,2769041.896
宏元小兒科診所,新北市,新北市板橋區仁化街１號１樓,2,82583603,4,7,A,新北市板橋區文翠里1鄰仁化街1號,文翠里,297876.646,2769368.247
慶明眼科診所,新北市,新北市蘆洲區中山二路３２號１樓２樓３樓,2,22852288,4,7,A,新北市蘆洲區恆德里17鄰中山二路32號,恆德里,297879.45,2774952.975
江翠仁愛診所,新北市,新北市板橋區文化路２段４１０巷１７號１樓,2,22527949,4,7,A,新北市板橋區松翠里7鄰文化路二段410巷17號,松翠里,297888.287,2769278.818
田眼科診所,新北市,新北市蘆洲區復興路６６號,2,28487666,4,7,A,新北市蘆洲區鷺江里20鄰復興路66號,鷺江里,297889.782,2775426.907
林昭良耳鼻喉科診所,新北市,新北市蘆洲區復興路７０號,2,28484695,4,7,A,新北市蘆洲區鷺江里20鄰復興路70號,鷺江里,297899.836,2775437.227
熊明旺耳鼻喉科診所,新北市,新北市板橋區中山路二段８４之２號１樓、２樓,2,89525545,4,7,A,新北市板橋區東丘里3鄰中山路二段84之2號,東丘里,297923.973,2767644.723
長建身心診所,新北市,新北市蘆洲區中山一路１６５號１樓,2,28471313,4,7,A,新北市蘆洲區溪墘里14鄰中山一路165號,溪墘里,297934.381,2774882.498
北新醫院,新北市,新北市淡水區忠寮里演戲埔腳１－２號,2,26209199,3,4,A,新北市淡水區忠寮里7鄰演戲埔腳1之2號,忠寮里,297956.806,2787307.748
林國本耳鼻喉科診所,新北市,新北市板橋區文聖街６號,2,22557445,4,7,A,新北市板橋區文翠里18鄰文聖街6號,文翠里,297957.212,2769449.739
李俊偉婦產科診所,新北市,新北市蘆洲區中山二路１０號,2,22818076,4,7,A,新北市蘆洲區恆德里17鄰中山二路10號,恆德里,297958.031,2774935.777
萬鋒外科診所,新北市,新北市蘆洲區中山二路６號,2,22819309,4,7,A,新北市蘆洲區恆德里17鄰中山二路6號,恆德里,297970.201,2774931.544
全民醫院,新北市,新北市蘆洲區三民路７號１樓,2,22821575,3,2,A,新北市蘆洲區恆德里17鄰三民路7號,恆德里,297989.251,2774951.521
全民醫院,新北市,新北市蘆洲區三民路７號,2,22821575,3,2,A,新北市蘆洲區恆德里17鄰三民路7號,恆德里,297989.251,2774951.521
沅昇復健科診所,新北市,新北市蘆洲區復興路８７巷６號、６－１號、８－１號１樓,2,82856259,4,7,A,新北市蘆洲區福安里9鄰復興路87巷6號,福安里,298060.11,2775580.265
沅昇復健科診所,新北市,新北市蘆洲區復興路８７巷６號、６－１號、８－１號,2,82856259,4,7,A,新北市蘆洲區福安里9鄰復興路87巷6號,福安里,298060.11,2775580.265
鴻仁診所,新北市,新北市板橋區雙十路２段５９號,2,22537500,4,7,A,新北市板橋區忠翠里3鄰雙十路二段59號,忠翠里,298072,2768799.027
楊世樑診所,新北市,新北市板橋區中山路２段１３４號,2,29535675,4,7,A,新北市板橋區東丘里7鄰中山路二段134號,東丘里,298077.962,2767726.214
大有診所,新北市,新北市三重區中正北路３７４號１樓,2,29834567,4,7,A,新北市三重區大有里2鄰中正北路374號,大有里,298105.863,2773575.643
聖哲耳鼻喉科診所,新北市,新北市蘆洲區復興路１４８號,2,22885525,4,7,A,新北市蘆洲區鷺江里1鄰復興路148號,鷺江里,298126.851,2775576.396
板聯診所,新北市,新北市板橋區民治街１４０號一樓,2,22559990,4,7,A,新北市板橋區嵐翠里6鄰民治街140號,嵐翠里,298190.527,2769275.785
興德診所,新北市,新北市板橋區永豐街２４５號,2,29620209,4,7,A,新北市板橋區雙玉里8鄰永豐街245號,雙玉里,298193.533,2768228.987
坤暉小兒專科診所,新北市,新北市中和區中山路３段９４號１樓,2,22269381,4,7,A,新北市中和區員山里9鄰中山路三段94號,員山里,298195.125,2766503.46
安馨婦產科診所,新北市,新北市蘆洲區民族路２０３號１樓,2,22827458,4,7,A,新北市蘆洲區福安里2鄰民族路203號,福安里,298239.07,2775751.538
李明哲診所,新北市,新北市蘆洲區信義路２４６號１樓,2,22885110,4,7,A,新北市蘆洲區信義里15鄰信義路246號,信義里,298273.704,2775415.001
德一診所,新北市,新北市板橋區中山路２段２３６號１樓－３樓及２３８號２樓－３樓,2,29535396,4,7,A,新北市板橋區九如里1鄰中山路二段236號,九如里,298286.977,2767861.882
真善美婦產科診所,新北市,新北市蘆洲區中山一路４１號１樓,2,22886611,4,7,A,新北市蘆洲區溪墘里2鄰中山一路41號,溪墘里,298300.8,2774820.26
瑞信眼科診所,新北市,新北市板橋區中山路２段３０５號１、２樓,2,29578781,4,7,A,新北市板橋區雙玉里2鄰中山路二段305號,雙玉里,298318.417,2767912.281
慈蕙診所,新北市,新北市板橋區三民路２段２０２－２９號,2,29556754,4,7,A,新北市板橋區正泰里16鄰三民路二段202之29號,正泰里,298322.071,2767256.659
柯明奇耳鼻喉科診所,新北市,新北市板橋區中山路２段２５６號,2,29622255,4,7,A,新北市板橋區九如里2鄰中山路二段256號,九如里,298328.489,2767890.967
天亮耳鼻喉科診所,新北市,新北市三重區中正北路３１４號,2,89813431,4,7,A,新北市三重區田中里26鄰中正北路314號,田中里,298345.5,2773505.609
遠華婦產科診所,新北市,新北市板橋區三民路２段１１０號１─７樓,2,89535508,4,7,A,新北市板橋區九如里6鄰三民路二段110號,九如里,298351.005,2767707.896
胡耳鼻喉科診所,新北市,新北市蘆洲區民族路１５７號１樓,2,25320048,4,7,A,新北市蘆洲區信義里22鄰民族路157號,信義里,298356.773,2775617.804
民族骨科診所,新北市,新北市蘆洲區民族路８７號１－２樓,2,82858707,4,7,A,新北市蘆洲區信義里17鄰民族路87號,信義里,298360.213,2775412.751
健誠眼科診所,新北市,新北市板橋區三民路１段７０號,2,29542999,4,7,A,新北市板橋區港嘴里17鄰三民路一段70號,港嘴里,298374.778,2768325.487
佑安耳鼻喉科診所,新北市,新北市蘆洲區民族路１０３號１－２樓,2,82866208,4,7,A,新北市蘆洲區信義里17鄰民族路103號,信義里,298382.439,2775455.348
杏馨皮膚科診所,新北市,新北市板橋區三民路２段８７號１樓、８７之１號２樓,2,29613539,4,7,A,新北市板橋區長壽里3鄰三民路二段87號,長壽里,298385.89,2767696.291
顏鴻仁家庭醫學科診所,新北市,新北市蘆洲區民族路１２７號,2,22831488,4,7,A,新北市蘆洲區信義里19鄰民族路127號,信義里,298390.027,2775526.521
王國欽耳鼻喉科診所,新北市,新北市蘆洲區集賢路４２０號,2,22827483,4,7,A,新北市蘆洲區恆德里7鄰集賢路420號,恆德里,298390.36,2774866.194
洪小兒科診所,新北市,新北市三重區三民街２４３號,2,29823852,4,7,A,新北市三重區田中里30鄰三民街243號,田中里,298419.445,2773351.864
曾皮膚科診所,新北市,新北市板橋區中山路２段３６５號,2,29534710,4,7,A,新北市板橋區埔墘里19鄰中山路二段365號,埔墘里,298420.946,2767992.677
盛強耳鼻喉科診所,新北市,新北市板橋區中山路２段３６７號,2,29576630,4,7,A,新北市板橋區埔墘里19鄰中山路二段367號,埔墘里,298423.592,2767994.529
韓眼科診所,新北市,新北市板橋區中山路２段３００號,2,29512284,4,7,A,新北市板橋區埔墘里4鄰中山路二段300號,埔墘里,298429.016,2767954.578
雷世陽婦產科診所,新北市,新北市板橋區中山路２段３７７號,2,89534058,4,7,A,新北市板橋區埔墘里19鄰中山路二段377號,埔墘里,298440.261,2768006.436
莊裕安內科診所,新北市,新北市三重區中正北路２９２號,2,29832175,4,7,A,新北市三重區田中里14鄰中正北路292號,田中里,298450.487,2773471.955
集賢內科診所,新北市,新北市蘆洲區集賢路３５６號１、２、３樓３５８號２、３樓,2,22886720,4,7,A,新北市蘆洲區仁義里6鄰集賢路356號,仁義里,298502.253,2775154.742
蕙生醫院,新北市,新北市中和區中山路２段５５１號地下１樓至地上１至６樓,2,22236339,3,2,A,新北市中和區積穗里5鄰中山路二段551號,積穗里,298542.685,2766466.362
德倫診所,新北市,新北市中和區員山路３９３號１樓及３９３之１號１樓,2,22227577,4,7,A,新北市中和區嘉新里5鄰員山路393號,嘉新里,298562.536,2766188.242
員禾診所,新北市,新北市中和區員山路３９３號１樓及３９３之１號１樓,2,32349955,4,7,A,新北市中和區嘉新里5鄰員山路393號,嘉新里,298562.536,2766188.242
黃源泰診所,新北市,新北市中和區員山路１８３號,2,22225875,4,7,A,新北市中和區嘉穗里10鄰員山路183號,嘉穗里,298565.805,2765541.379
吳世安婦產科診所,新北市,新北市中和區員山路２７１－１號,2,22216766,4,7,A,新北市中和區民安里1鄰員山路271之1號,民安里,298569.386,2765804.142
鴻璋婦產科診所,新北市,新北市三重區三和路４段３９４號,2,22862816,4,7,A,新北市三重區永清里19鄰三和路四段394號,永清里,298589.472,2774646.663
陳國璋小兒科診所,新北市,新北市中和區員山路２００號,2,22235413,4,7,A,新北市中和區安穗里7鄰員山路200號,安穗里,298591.347,2765930.878
顏耳鼻喉科診所,新北市,新北市中和區員山路１８４號,2,22236368,4,7,A,新北市中和區安穗里7鄰員山路184號,安穗里,298591.347,2765892.777
仁新小兒科診所,新北市,新北市三重區仁愛街７３５號,2,28574762,4,7,A,新北市三重區仁華里22鄰仁愛街735號,仁華里,298595.402,2774786.012
李祥德內科小兒科診所,新北市,新北市三重區三和路４段３９２號,2,22868943,4,7,A,新北市三重區永清里19鄰三和路四段392號,永清里,298595.556,2774642.96
集安診所,新北市,新北市蘆洲區集賢路２３８號２、３樓及２４０號２、３樓,2,22825711,4,7,A,新北市蘆洲區玉清里18鄰集賢路238號,玉清里,298611.242,2775381.904
鴻文耳鼻喉科診所,新北市,新北市蘆洲區集賢路２２４巷１４號,2,82863222,4,7,A,新北市蘆洲區樓厝里23鄰集賢路224巷14號,樓厝里,298613.232,2775504.813
長青醫院,新北市,新北市淡水區糞箕湖１－５號,2,86260561,3,4,A,新北市淡水區樹興里3鄰糞箕湖1之5號,樹興里,298657.501,2784879.342
長生外科診所,新北市,新北市板橋區中山路２段４９７號,2,29520708,4,7,A,新北市板橋區埔墘里23鄰中山路二段497號,埔墘里,298700.347,2768190.586
誠泰醫院,新北市,新北市中和區連城路４９７號１．２樓，４９９．５０１號１至４樓,2,22236515,3,2,A,新北市中和區仁和里33鄰連城路497號,仁和里,298725.766,2765359.301
吉田診所,新北市,新北市三重區中正北路１７４－７號,2,29845093,4,7,A,新北市三重區六福里20鄰中正北路174之7號,六福里,298766.821,2773253.33
蘇炫明外科診所,新北市,新北市三重區三和路４段１６１號,2,22876338,4,7,A,新北市三重區慈福里14鄰三和路四段161號,慈福里,298781.946,2774568.838
謝明宏小兒科診所,新北市,新北市三重區中華路５７號１樓,2,29816425,4,7,A,新北市三重區田安里15鄰中華路57號,田安里,298787.514,2772756.103
靜明眼科診所,新北市,新北市三重區三和路４段１５３－２號１樓,2,22803383,4,7,A,新北市三重區福樂里22鄰三和路四段153之2號,福樂里,298810.109,2774551.754
銘泰診所,新北市,新北市三重區三和路４段１５３號,2,22876452,4,7,A,新北市三重區福樂里22鄰三和路四段153號,福樂里,298818.152,2774546.206
世鴻耳鼻喉科小兒科聯合診所,新北市,新北市三重區三和路４段３１８號１樓,2,22866038,4,7,A,新北市三重區永盛里22鄰三和路四段318號,永盛里,298842.739,2774492.816
梁耳鼻喉科診所,新北市,新北市三重區三和路４段３０２號,2,22807213,4,7,A,新北市三重區永盛里22鄰三和路四段302號,永盛里,298881.897,2774470.591
黃啟銘復健科診所,新北市,新北市三重區集勇街２１號１樓,2,82873535,4,7,A,新北市三重區碧華里5鄰集勇街21號,碧華里,298926.587,2775320.358
陳耀宗內科小兒科診所,新北市,新北市三重區忠孝路２段５７號,2,29806390,4,7,A,新北市三重區培德里12鄰忠孝路二段57號,培德里,298947.254,2773703.382
安安兒童診所,新北市,新北市三重區三和路４段２７８號１樓,2,22872198,4,7,A,新北市三重區永盛里19鄰三和路四段278號,永盛里,298951.749,2774424.818
林永權耳鼻喉科診所,新北市,新北市三重區三陽路３２號,2,29714526,4,7,A,新北市三重區光陽里10鄰三陽路32號,光陽里,298968.45,2772364.41
侯外科診所,新北市,新北市三重區三和路４段２６０號、２６４巷２弄２號,2,22866025,4,7,A,新北市三重區永盛里17鄰三和路四段264巷2弄2號,永盛里,298999.902,2774372.958
三民家庭醫學科診所,新北市,新北市三重區三民街８３號,2,29840686,4,7,A,新北市三重區三民里6鄰三民街83號,三民里,299000,2772851.157
良佳診所,新北市,新北市中和區中正路６３２號１樓,2,22239162,4,7,A,新北市中和區中正里27鄰中正路632號,中正里,299018.805,2765413.558
惠心婦幼診所,新北市,新北市三重區重陽路１段１３８－１４４號１－４樓,2,29810568,4,7,A,新北市三重區光田里1鄰重陽路一段138號,光田里,299092.014,2772592.751
友祥外科診所,新北市,新北市三重區重陽路２段６號,2,29815369,4,7,A,新北市三重區田安里1鄰重陽路二段6號,田安里,299094.299,2772706.89
趙堅婦產科診所,新北市,新北市三重區力行路１段８１號２樓,2,29823303,4,7,A,新北市三重區幸福里36鄰力行路一段81號,幸福里,299127.005,2773374.177
慶祥診所,新北市,新北市三重區自強路３段６７號,2,29834012,4,7,A,新北市三重區永德里34鄰自強路三段67號,永德里,299130.283,2773991.123
